date,close
2014-01-01,99.99873858584576
2014-01-02,100.19871060308787
2014-01-03,100.9319878536086
2014-01-06,101.60511143490262
2014-01-07,101.15284139971406
2014-01-08,100.6440489604526
2014-01-09,101.31826642063625
2014-01-10,102.07332720816721
2014-01-13,101.7024426256122
2014-01-14,100.1187443224746
2014-01-15,99.94121767366951
2014-01-16,100.59435931482764
2014-01-17,102.44068513224005
2014-01-20,101.24422099356173
2014-01-21,100.842715517949
2014-01-22,100.48028320683859
2014-01-23,101.87274433659486
2014-01-24,101.86771029446625
2014-01-27,100.9739978166285
2014-01-28,101.56842697875257
2014-01-29,101.1879125270905
2014-01-30,99.97933697769035
2014-01-31,99.11674194545516
2014-02-03,100.86520285722979
2014-02-04,101.28299582889986
2014-02-05,101.42252334011775
2014-02-06,101.19950156459032
2014-02-07,101.52551458711065
2014-02-10,101.84048322772388
2014-02-11,102.16858151917931
2014-02-12,102.31656769331626
2014-02-13,103.23618730355506
2014-02-14,103.2910102056587
2014-02-17,102.31187460628462
2014-02-18,101.71598682846782
2014-02-19,99.73352323091345
2014-02-20,101.78485940715899
2014-02-21,102.69354841342899
2014-02-24,101.87192763217189
2014-02-25,101.61536842944872
2014-02-26,100.99868866427221
2014-02-27,102.58694072638664
2014-02-28,101.16110826370645
2014-03-03,101.30726184598325
2014-03-04,101.22770743889407
2014-03-05,102.09506554121171
2014-03-06,102.01950577165964
2014-03-07,100.25639561699381
2014-03-10,100.03471084591496
2014-03-11,99.0922215954959
2014-03-12,99.20080640259307
2014-03-13,100.65328182998283
2014-03-14,98.93268922123285
2014-03-17,98.17068715610839
2014-03-18,97.65755589166257
2014-03-19,97.31416155812695
2014-03-20,98.06360289109492
2014-03-21,97.92283806348517
2014-03-24,98.359380744675
2014-03-25,97.77338206821672
2014-03-26,98.0275188915505
2014-03-27,98.81938286676464
2014-03-28,98.12537478583839
2014-03-31,98.92152298175385
2014-04-01,99.0030073791014
2014-04-02,100.06774536034536
2014-04-03,99.89620933123938
2014-04-04,100.30702715282364
2014-04-07,100.29638835713396
2014-04-08,100.22997984965771
2014-04-09,100.51957475964784
2014-04-10,101.08932721741864
2014-04-11,99.85647725297495
2014-04-14,101.31801021463107
2014-04-15,99.4642320283135
2014-04-16,98.81292819213331
2014-04-17,98.74942204138864
2014-04-18,99.1862460042266
2014-04-21,100.77934823884448
2014-04-22,98.93680799310495
2014-04-23,98.4641926705057
2014-04-24,96.39956250509934
2014-04-25,96.45896581835582
2014-04-28,96.74996668400829
2014-04-29,98.31808602457478
2014-04-30,98.46618723837292
2014-05-01,99.52373883331683
2014-05-02,100.13465244720982
2014-05-05,99.7288585735901
2014-05-06,98.35363676063655
2014-05-07,98.65361761321006
2014-05-08,97.21120108010044
2014-05-09,98.49945079224105
2014-05-12,98.36937034703008
2014-05-13,99.57456965236791
2014-05-14,99.12627056706773
2014-05-15,99.4225102061874
2014-05-16,99.66047684829938
2014-05-19,99.64548380855207
2014-05-20,99.24425178832688
2014-05-21,99.6635151029927
2014-05-22,98.77036729354364
2014-05-23,97.60543468714097
2014-05-26,98.84778290918744
2014-05-27,99.59622667910536
2014-05-28,99.69173110297508
2014-05-29,101.3816478887932
2014-05-30,101.14059728779861
2014-06-02,102.50872940402674
2014-06-03,102.71946078646816
2014-06-04,101.69765817982035
2014-06-05,103.6075810745271
2014-06-06,104.66511489247965
2014-06-09,104.56984762579717
2014-06-10,105.36162045815814
2014-06-11,104.96788046439016
2014-06-12,105.86971099652243
2014-06-13,103.37004394305546
2014-06-16,102.3468858694664
2014-06-17,103.37983178807825
2014-06-18,103.15275226215434
2014-06-19,103.39778367711877
2014-06-20,102.03625648671333
2014-06-23,103.95236167092725
2014-06-24,105.22113106046554
2014-06-25,105.041534143138
2014-06-26,104.64794786671798
2014-06-27,105.75680208644994
2014-06-30,107.88512647748337
2014-07-01,108.94645747370066
2014-07-02,111.3452434803907
2014-07-03,110.35165272034622
2014-07-04,109.48055130653404
2014-07-07,108.21173618117112
2014-07-08,108.7222365707764
2014-07-09,108.94577334859262
2014-07-10,108.81291275401877
2014-07-11,109.72613451281916
2014-07-14,111.1112388961708
2014-07-15,109.44938986350788
2014-07-16,108.82884243827336
2014-07-17,109.75404387082061
2014-07-18,109.27360796369891
2014-07-21,108.43416146746598
2014-07-22,109.57113423481123
2014-07-23,108.19108572272641
2014-07-24,107.89726058007354
2014-07-25,108.28422765915101
2014-07-28,107.69535646551678
2014-07-29,108.57108734787967
2014-07-30,107.98602275644052
2014-07-31,109.53953073001162
2014-08-01,109.4346506850434
2014-08-04,110.20208320950543
2014-08-05,111.05727777189725
2014-08-06,110.39366611125156
2014-08-07,108.1598651269223
2014-08-08,108.58250602414239
2014-08-11,108.69357327482125
2014-08-12,109.3303285173666
2014-08-13,109.11546438618356
2014-08-14,108.67853584310625
2014-08-15,110.89391846499804
2014-08-18,109.29443552804969
2014-08-19,110.12939089109172
2014-08-20,109.52962418189279
2014-08-21,109.19470601105311
2014-08-22,108.88120491707456
2014-08-25,108.03908036011526
2014-08-26,108.68863746775685
2014-08-27,110.2327156354678
2014-08-28,110.78389427280831
2014-08-29,110.93166004247087
2014-09-01,109.87066471950159
2014-09-02,110.4714652739171
2014-09-03,112.88675774809936
